69
40,41,0.0018,0.0021, 0, 1, 0, 0, 0, 0, 1, -360, 360  
41,42,0.7283,0.8509, 0, 1, 0, 0, 0, 0, 1, -360, 360  
42,43,0.3100,0.3623, 0, 1, 0, 0, 0, 0, 1, -360, 360  
43,44,0.0410,0.0478, 0, 1, 0, 0, 0, 0, 1, -360, 360  
44,45,0.0092,0.0116, 0, 1, 0, 0, 0, 0, 1, -360, 360  
45,46,0.1089,0.1373, 0, 1, 0, 0, 0, 0, 1, -360, 360  
46,47,0.0009,0.0012, 0, 1, 0, 0, 0, 0, 1, -360, 360  
5,48,0.0034,0.0084, 0, 1, 0, 0, 0, 0, 1, -360, 360  
48,49,0.0851,0.2083, 0, 1, 0, 0, 0, 0, 1, -360, 360  
49,50,0.2898,0.7091, 0, 1, 0, 0, 0, 0, 1, -360, 360  
50,51,0.0822,0.2011, 0, 1, 0, 0, 0, 0, 1, -360, 360  
9,52,0.0928,0.0473, 0, 1, 0, 0, 0, 0, 1, -360, 360  
52,53,0.3319,0.1114, 0, 1, 0, 0, 0, 0, 1, -360, 360  
10,54,0.1740,0.0886, 0, 1, 0, 0, 0, 0, 1, -360, 360  
54,55,0.2030,0.1034, 0, 1, 0, 0, 0, 0, 1, -360, 360  
55,56,0.2842,0.1447, 0, 1, 0, 0, 0, 0, 1, -360, 360   
56,57,0.2813,0.1433, 0, 1, 0, 0, 0, 0, 1, -360, 360   
57,58,1.5900,0.5337, 0, 1, 0, 0, 0, 0, 1, -360, 360   
58,59,0.7837,0.2630, 0, 1, 0, 0, 0, 0, 1, -360, 360   
59,60,0.3042,0.1006, 0, 1, 0, 0, 0, 0, 1, -360, 360   
60,61,0.3861,0.1172, 0, 1, 0, 0, 0, 0, 1, -360, 360   
61,62,0.5075,0.2585, 0, 1, 0, 0, 0, 0, 1, -360, 360   
62,63,0.0974,0.0496, 0, 1, 0, 0, 0, 0, 1, -360, 360   
63,64,0.1450,0.0738, 0, 1, 0, 0, 0, 0, 1, -360, 360   
64,65,0.7105,0.3619, 0, 1, 0, 0, 0, 0, 1, -360, 360   
65,66,1.0410,0.5302, 0, 1, 0, 0, 0, 0, 1, -360, 360   
12,67,0.2012,0.0611, 0, 1, 0, 0, 0, 0, 1, -360, 360   
67,68,0.0047,0.0014, 0, 1, 0, 0, 0, 0, 1, -360, 360   
13,69,0.7394,0.2444, 0, 1, 0, 0, 0, 0, 1, -360, 360   
69,70,0.0047,0.0016, 0, 1, 0, 0, 0, 0, 1, -360, 360   
